nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id.1,nama_kelurahan,nama_kecamatan,nama_kota,nomor,jarak_terkecil_lat,jarak_terkecil_lng,jarak_terkecil_nama_tempat,jarak_terkecil_alamat,jarak_terkecil_values,berdekatan_30m,berdekatan_50m
indomaret,5.0,1,-6.2794572,106.8335032,"prcm+59q, rt.13/rw.2, jati padang, south jakarta city",ChIJNb3Las7zaS4R0UHAjC6iv1A,Indomaret,ChIJNb3Las7zaS4R0UHAjC6iv1A,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,430,-6.2795707,106.8349757,alfamart pejaten 2,"jl. pejaten raya (graha pejaten) no. 5 j-k, rt.7/rw.7, kel, kota jakarta selatan",163.24096872447166,no,no
indomaret spbu,4.8,19,-6.2905671,106.8235708,"jl. warung jati barat no.28, rt.5/rw.1, ragunan, kota jakarta selatan",ChIJC4P6jYjzaS4RmEFhDQhpE7U,Indomaret,ChIJC4P6jYjzaS4RmEFhDQhpE7U,Ragunan,Pasar Minggu,Kota Jakarta Selatan,431,-6.2891661,106.8244073,alfamart,"jl. taman margasatwa raya kel no.10, rt.6/rw.1, ragunan, kota jakarta selatan",181.15362171893338,no,no
indomaret jatipadang no 2,4.4,204,-6.2878363,106.8293824,"jl. jatipadang utara no.1, rt.7/rw.9, jati padang, kota jakarta selatan",ChIJBa5dUV_zaS4Rpz5v0gMy_nU,Indomaret,ChIJBa5dUV_zaS4Rpz5v0gMy_nU,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,432,-6.2856815,106.8292432,alfamart,"jl. jati murni kel, rt.2/rw.7, jati padang, kota jakarta selatan",240.096606323553,no,no
indomaret warung jati,4.1,127,-6.2694594,106.8377558,"jl. siaga raya no.7b, rt.12/rw.4, pejaten bar., kota jakarta selatan",ChIJCQpntznyaS4R5HJ1zQCwkB4,Indomaret,ChIJCQpntznyaS4R5HJ1zQCwkB4,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,433,-6.2692393,106.8377635,alfamart,"jl. siaga raya no.kel, rt.12/rw.0, pejaten bar., kota jakarta selatan",24.488830817165756,yes,yes
indomaret warga siaga,4.5,20,-6.2722927,106.8391874,"jl. warga baru no.4b 17, rt.17/rw.3, pejaten bar., kota jakarta selatan",ChIJITbO1jjyaS4RS5lw3N7iBVM,Indomaret,ChIJITbO1jjyaS4RS5lw3N7iBVM,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,434,-6.2725201,106.8383983,alfamart,"jl. siaga raya no.17, rt.4/rw.4 kel, pejaten bar., kota jakarta selatan",90.81015566184084,no,no
indomaret pasar minggu 15b (ffdq),4.5,8,-6.2607737,106.8428871,"jl. raya pasar minggu no.15 a, rt.1/rw.7, kalibata, kota jakarta selatan",ChIJv6HpCt3zaS4R6xwdQSocB24,Indomaret,ChIJv6HpCt3zaS4R6xwdQSocB24,Kalibata,Pasar Minggu,Kota Jakarta Selatan,435,-6.2614857,106.8419188,alfamart,"jl. kalibata tengah kel no.rt. 001 / 07, rt.2/rw.7, kalibata, kota jakarta selatan",133.1278167814521,no,no
indomaret angsana,4.4,28,-6.2720279,106.8486037,"jl. angsana raya no.11, rt.10/rw.4, pejaten tim., kota jakarta selatan",ChIJJYdxEkTyaS4RUCWdYxW7wqA,Indomaret,ChIJJYdxEkTyaS4RUCWdYxW7wqA,Pejaten Timur,Pasar Minggu,Kota Jakarta Selatan,436,-6.2721008,106.8485963,alfamart,"jl. angsana no 14 rt 101/5 kel, rt.10/rw.4, pejaten tim., kota jakarta selatan",8.147281370021963,yes,yes
indomaret pasar minggu,4.1,77,-6.2804467,106.844865,"jl. raya pasar minggu no.8, rt.6/rw.1, ps. minggu, kota jakarta selatan",ChIJz_____DtaS4R2Q5FIFxTxv8,Indomaret,ChIJz_____DtaS4R2Q5FIFxTxv8,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,437,-6.2768681,106.8415746,alfamart,"jl. pejaten raya no.20 a, rt.10/rw.2, kel, kota jakarta selatan",539.0796323871901,no,no
indomaret,4.6,81,-6.275749,106.8414378,"jl. pejaten raya no.1b, rt.7, pejaten bar., kota jakarta selatan",ChIJ63ebeEDyaS4RkvBsuy-1j3o,Indomaret,ChIJ63ebeEDyaS4RkvBsuy-1j3o,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,438,-6.2768681,106.8415746,alfamart,"jl. pejaten raya no.20 a, rt.10/rw.2, kel, kota jakarta selatan",125.35367093749602,no,no
indomaret hybrid pejaten raya,4.3,256,-6.2795623,106.8367311,"jl. pejaten raya no.42, rt.8/rw.10, jati padang, kota jakarta selatan",ChIJL-7KwRXyaS4R1KfdS1lXbjA,Indomaret,ChIJL-7KwRXyaS4R1KfdS1lXbjA,Jati Padang,Pasar Minggu,Kota Jakarta Selatan,439,-6.2797729,106.8375655,alfamart,"jl. raya jatipadang no.kel, rt.8/rw.10, jati padang, kota jakarta selatan",95.15114947359858,no,no
indomaret,3.5,51,-6.2854094,106.8379601,"jl. raya ragunan no.9, rw.10, ps. minggu, kota jakarta selatan",ChIJmwb3rhPyaS4R_23xpv2E254,Indomaret,ChIJmwb3rhPyaS4R_23xpv2E254,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,440,-6.2895993,106.8399531,alfamart kaplongan,"blok pasar minggu rt 06/02, kaplongan",515.3465510588976,no,no
indomaret rm harsono no.1,0.0,0,-6.3013905,106.8214132,"mrxc+chv, rw.7, ragunan, south jakarta city",ChIJKzbH_nbtaS4RPC_zVyqnB5g,Indomaret,ChIJKzbH_nbtaS4RPC_zVyqnB5g,Ragunan,Pasar Minggu,Kota Jakarta Selatan,441,-6.3022797,106.8264828,alfamart,"jl. kebagusan raya kel, rt.8/rw.7, kebagusan, kota jakarta selatan",568.965368211472,no,no
indomaret kebagusan raya,4.5,400,-6.3034283,106.8267375,"mrwg+jpj, rt.8/rw.7, kebagusan, south jakarta city",ChIJbbdFCvntaS4RhngjQ_Gl0v0,Indomaret,ChIJbbdFCvntaS4RhngjQ_Gl0v0,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,442,-6.3022797,106.8264828,alfamart,"jl. kebagusan raya kel, rt.8/rw.7, kebagusan, kota jakarta selatan",130.78414314110913,no,no
indomaret salihara no 10a. t2li,0.0,0,-6.2841965,106.8380562,"jl. salihara no.13, rw.1, ps. minggu, kota jakarta selatan",ChIJWdIwMBPzaS4RLbHyiDEEYZ4,Indomaret,ChIJWdIwMBPzaS4RLbHyiDEEYZ4,Pasar Minggu,Pasar Minggu,Kota Jakarta Selatan,443,-6.2797729,106.8375655,alfamart,"jl. raya jatipadang no.kel, rt.8/rw.10, jati padang, kota jakarta selatan",494.8635885220117,no,no
indomaret bu bagus,4.8,12,-6.3064437,106.8305633,"jl. kebagusan ii no.33, rt.1/rw.6, kebagusan, kota jakarta selatan",ChIJ9V6Ft6vtaS4RcOu1gslzJIQ,Indomaret,ChIJ9V6Ft6vtaS4RcOu1gslzJIQ,Kebagusan,Pasar Minggu,Kota Jakarta Selatan,444,-6.3071224,106.8350381,alfamart,"apart kebagusan city unit 1-ka kel, rt.1/rw.3, kebagusan, kota jakarta selatan",500.2892917993197,no,no
indomaret amil pejaten,5.0,2,-6.2736879,106.8335799,"jl. amil no.11, rw.4, pejaten bar., kota jakarta selatan",ChIJwXhXQUjzaS4RyD2u1bivvgU,Indomaret,ChIJwXhXQUjzaS4RyD2u1bivvgU,Pejaten Barat,Pasar Minggu,Kota Jakarta Selatan,445,-6.2725201,106.8383983,alfamart,"jl. siaga raya no.17, rt.4/rw.4 kel, pejaten bar., kota jakarta selatan",548.1763838485851,no,no
indomaret anggrek petukangan,4.0,10,-6.231106,106.7557339,"jl. anggrek, rt.7/rw.5, petukangan utara, kota jakarta selatan",ChIJz6qqqsnwaS4R5k7p_0d1KX8,Indomaret,ChIJz6qqqsnwaS4R5k7p_0d1KX8,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,477,-6.233785,106.7573647,alfamart,"jl. kostrad pusri kel no.42 rt 04/04, rt.4/rw.4, pela mampang, kota jakarta selatan",348.18809467242363,no,no
indomaret saidi raya,4.2,13,-6.2412127,106.7563251,"jl. m.saidi raya no: 62 rt. 009 / rw. 01, petukangan selatan, pasanggrahan, rt.7/rw.5, petukangan sel., kota jakarta selatan",ChIJe35tSOjwaS4R6QeisbhjlkM,Indomaret,ChIJe35tSOjwaS4R6QeisbhjlkM,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,478,-6.2416207,106.7563085,alfamart,"jl. m. saidi no. 37, rt. 004 / 001 kel, rt.7/rw.5, petukangan sel., kota jakarta selatan",45.404683888092634,no,yes
indomaret pesanggrahan bintaro,3.6,14,-6.2500459,106.7566562,"jl. garuda no.27, rt.5/rw.6, pesanggrahan, kota jakarta selatan",ChIJD9RtOvDwaS4RhDJlnkZFfoE,Indomaret,ChIJD9RtOvDwaS4RhDJlnkZFfoE,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,479,-6.2498001,106.7567651,alfamart,"jl. merpati raya no.1, rt.3/rw.6, pesanggrahan, kota jakarta selatan",29.864998573428583,yes,yes
indomaret swadarma 2 {tc5e},4.0,98,-6.236108,106.7608682,"jl. swadarma raya blok haji nuh 1 no.9, rt.10/rw.3, ulujami, kota jakarta selatan",ChIJl0Lx7NzwaS4RvKVM6oOutyw,Indomaret,ChIJl0Lx7NzwaS4RvKVM6oOutyw,Ulujami,Pesanggrahan,Kota Jakarta Selatan,480,-6.2373959,106.7584582,alfamart,"jl. ciledug raya kel no.2, rt.13/rw.002, petukangan utara, kota jakarta selatan",302.44733134011756,no,no
indomaret damai pesanggrahan,4.2,9,-6.2424837,106.7558974,"jl. damai no:71 rt 005/ rw 005, petukangan selatan, pasanggrahan, rt.7/rw.5, south petukangan, south jakarta city",ChIJcwAAAOnwaS4RyejTwt6YERQ,Indomaret,ChIJcwAAAOnwaS4RyejTwt6YERQ,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,481,-6.2416207,106.7563085,alfamart,"jl. m. saidi no. 37, rt. 004 / 001 kel, rt.7/rw.5, petukangan sel., kota jakarta selatan",106.17670294387077,no,no
indomaret swadarma 3,5.0,4,-6.233316,106.7605835,"jl. swadarma raya no 26 rt 001 rw 008, rt.11/rw.5, ulujami, south jakarta city",ChIJ4___P-fwaS4R-yxrxTiWMmQ,Indomaret,ChIJ4___P-fwaS4R-yxrxTiWMmQ,Ulujami,Pesanggrahan,Kota Jakarta Selatan,482,-6.2333072,106.7605881,alfamart,"jl. swadarma raya kel no.24, rt.18/rw.8, ulujami, kota jakarta selatan",1.1027421020909924,yes,yes
indomaret saidi raya 2. tckr,4.3,121,-6.2451289,106.7569883,"no., jl. m. saidi raya no.54, rt.1/rw.5, petukangan sel., kota jakarta selatan",ChIJAZgxPO_waS4RSgVSHG9MFBc,Indomaret,ChIJAZgxPO_waS4RSgVSHG9MFBc,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,483,-6.2416207,106.7563085,alfamart,"jl. m. saidi no. 37, rt. 004 / 001 kel, rt.7/rw.5, petukangan sel., kota jakarta selatan",397.26579806621226,no,no
indomaret ciledug raya. trl0,4.3,256,-6.2364187,106.7579387,"jl. ciledug raya no.51, rt.6/rw.4, petukangan utara, kota jakarta selatan",ChIJCfldOcPwaS4RtrLi0yMazkU,Indomaret,ChIJCfldOcPwaS4RtrLi0yMazkU,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,484,-6.2373959,106.7584582,alfamart,"jl. ciledug raya kel no.2, rt.13/rw.002, petukangan utara, kota jakarta selatan",122.90023579945209,no,no
indomaret ulujami,3.9,89,-6.2410821,106.7629435,"jl. ulujami raya no.11, rt.11/rw.5, ulujami, kota jakarta selatan",ChIJ4___P-fwaS4Ra-rEZZq9-CM,Indomaret,ChIJ4___P-fwaS4Ra-rEZZq9-CM,Ulujami,Pesanggrahan,Kota Jakarta Selatan,485,-6.2415652,106.763046,alfamart ulujami perdatam 2,"jl. ulujami raya no.37, rt.11/rw.5, ulujami, kota jakarta selatan",54.900163546204666,no,no
indomaret,5.0,3,-6.2375076,106.7638955,"jl. ciledug raya no.59, rt.1/rw.3, ulujami, kota jakarta selatan",ChIJSaRPzt3waS4R3DqqT8nucVY,Indomaret,ChIJSaRPzt3waS4R3DqqT8nucVY,Ulujami,Pesanggrahan,Kota Jakarta Selatan,486,-6.2415652,106.763046,alfamart ulujami perdatam 2,"jl. ulujami raya no.37, rt.11/rw.5, ulujami, kota jakarta selatan",460.8528831176829,no,no
indomaret kostrad pusri,4.8,17,-6.2337088,106.7574351,"jl. kostrad pusri (sp.mitra diskon) no. 2a, petukangan utara, pasanggrahan, rt.2/rw.11, north petukangan, south jakarta city",ChIJz6qqqsnwaS4RAC370aGrhq4,Indomaret,ChIJz6qqqsnwaS4RAC370aGrhq4,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,487,-6.233785,106.7573647,alfamart,"jl. kostrad pusri kel no.42 rt 04/04, rt.4/rw.4, pela mampang, kota jakarta selatan",11.504346132554318,yes,yes
indomaret pesanggrahan bintaro (tp12),4.1,20,-6.2548842,106.7566629,"jalan uluhjami, rt.12/rw.6, pesanggrahan, rt.12/rw.6, pesanggrahan, rt.12/rw.6, pesanggrahan, kota jakarta selatan",ChIJex_w2-_waS4R6VXC2vkXSFA,Indomaret,ChIJex_w2-_waS4R6VXC2vkXSFA,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,488,-6.2498001,106.7567651,alfamart,"jl. merpati raya no.1, rt.3/rw.6, pesanggrahan, kota jakarta selatan",565.4397616983766,no,no
indomaret swadarma 1. texu,4.5,60,-6.2283958,106.7606678,"qqc6+j7v, jl. swadarma raya, rt.1/rw.2, ulujami, kota jakarta selatan",ChIJOwckatDwaS4RpIzxDLhO1EM,Indomaret,ChIJOwckatDwaS4RpIzxDLhO1EM,Ulujami,Pesanggrahan,Kota Jakarta Selatan,489,-6.2276746,106.7604631,alfamart,"jl. swadarma raya kel no.9, rt.9/rw.8, ulujami, kota jakarta selatan",83.32499454384828,no,no
indomaret ulujami 2,4.3,106,-6.2475986,106.7632979,"jl. ulujami raya jl. h. buang no.gg, rt.1/rw.7, ulujami, kota jakarta selatan",ChIJ4___P-fwaS4RZ-EO8PKFun8,Indomaret,ChIJ4___P-fwaS4RZ-EO8PKFun8,Ulujami,Pesanggrahan,Kota Jakarta Selatan,490,-6.2466634,106.7620832,alfamart,"jl.ulujami raya no 86 rt 1/4 kel, rw.7, ulujami, kota jakarta selatan",169.82745440029473,no,no
indomaret pesanggrahan permai,3.9,15,-6.2375293,106.7545527,"jl. pesanggrahan iv, rt.1/rw.7, petukangan sel., kota jakarta selatan",ChIJz6qqqsnwaS4RxD9ldK9oKKo,Indomaret,ChIJz6qqqsnwaS4RxD9ldK9oKKo,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,491,-6.2364448,106.7524101,alfamart,"jl. ciledug raya no. 10a, rt. 002/003 kel, rt.2/rw.3, petukangan utara, kota jakarta selatan",265.769991341724,no,no
indomaret palem raya. fgul,4.4,97,-6.2262773,106.7574534,"jl. palem raya no.3, petukangan utara, kota jakarta selatan",ChIJH36UOM7waS4RPJe-iO0msh0,Indomaret,ChIJH36UOM7waS4RPJe-iO0msh0,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,492,-6.2262738,106.7574297,alfamart,"jl. palem v no.29a, rt.3/rw.008 kel, petukangan utara, kota jakarta selatan",2.6485283910157325,yes,yes
"indomaret, taman alfa indah. t039",4.4,163,-6.2241206,106.7548738,"jl. taman alfa indah blok k. 1 no.46-47, rt.10/rw.7, petukangan utara, kota jakarta selatan",ChIJe6ZjJMzwaS4RkAqiCOaJD-E,Indomaret,ChIJe6ZjJMzwaS4RkAqiCOaJD-E,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,493,-6.2262738,106.7574297,alfamart,"jl. palem v no.29a, rt.3/rw.008 kel, petukangan utara, kota jakarta selatan",370.33272788695257,no,no
indomaret bintaro graha,4.3,18,-6.2573003,106.7640903,"jl. bintaro permai, rt.2/rw.9, bintaro, kota jakarta selatan",ChIJt____1DwaS4RKkfX8UBEtdo,Indomaret,ChIJt____1DwaS4RKkfX8UBEtdo,Bintaro,Pesanggrahan,Kota Jakarta Selatan,494,-6.2562549,106.7620386,alfamart,"jl. bintaro permai no.03b, rt.5/rw.2, pesanggrahan, kota jakarta selatan",254.83660152500863,no,no
indomaret kesehatan bintar,5.0,2,-6.2678958,106.7617975,"jl. kesehatan raya no.12, rt.10/rw.6, 11, bintaro, kota jakarta selatan",ChIJt____1DwaS4RX_eDTTWVP_k,Indomaret,ChIJt____1DwaS4RX_eDTTWVP_k,Bintaro,Pesanggrahan,Kota Jakarta Selatan,495,-6.2706111,106.7594005,alfamart kesehatan raya dekat sari indah,"circle k kesehatan, jl. kesehatan raya jl. rw. papan, rt.3/rw.6, bintaro, south jakarta city",401.6890166201424,no,no
indomaret bintaro mulia.,2.0,2,-6.2609562,106.7672112,"jl. rc. veteran raya no.2, rt.10/rw.10, bintaro, kota jakarta selatan",ChIJcQydolXwaS4RhUhvgR38H7M,Indomaret,ChIJcQydolXwaS4RhUhvgR38H7M,Bintaro,Pesanggrahan,Kota Jakarta Selatan,496,-6.2609176,106.7672296,alfamart,"jl. rc. veteran raya no.8, rt.10/rw.10, bintaro, kota jakarta selatan",4.749596538879605,yes,yes
indomaret rc veteran,4.4,223,-6.2645803,106.7664311,"jl. rc. veteran raya jl. dahlia no.42e, rt.9/rw.3, bintaro, kota jakarta selatan",ChIJUfoIE1TwaS4RtWJPNqpLxvY,Indomaret,ChIJUfoIE1TwaS4RtWJPNqpLxvY,Bintaro,Pesanggrahan,Kota Jakarta Selatan,497,-6.2650903,106.7661347,alfamart,"jl. rc. veteran raya no.3, rt.9/rw.1, bintaro, kota jakarta selatan",65.49256166070212,no,no
indomaret depsos raya,4.3,294,-6.2635979,106.7636982,"jl. depsos raya no.4, rw.1, bintaro, kota jakarta selatan",ChIJfdJDkFbwaS4RzRPhnmq9ySw,Indomaret,ChIJfdJDkFbwaS4RzRPhnmq9ySw,Bintaro,Pesanggrahan,Kota Jakarta Selatan,498,-6.2633835,106.7634433,alfamart,"jl. depsos raya no.20, rt.7/rw.9, bintaro, kota jakarta selatan",36.90738478773404,no,yes
indomaret kodam bintaro,4.4,82,-6.2590333,106.7597615,"pqr5+9wp, jl. bintaro permai, rt.4/rw.3, pesanggrahan, kota jakarta selatan",ChIJs2ElFvjwaS4RxGz06AXOrTg,Indomaret,ChIJs2ElFvjwaS4RxGz06AXOrTg,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,499,-6.2562549,106.7620386,alfamart,"jl. bintaro permai no.03b, rt.5/rw.2, pesanggrahan, kota jakarta selatan",398.4926119860808,no,no
indomaret veteran 42,4.4,11,-6.264296,106.7661822,"jl. rc. veteran raya no.42, rt.3/rw.1, bintaro, kota jakarta selatan",ChIJo_xXbVTwaS4RzpuiYgv408Y,Indomaret,ChIJo_xXbVTwaS4RzpuiYgv408Y,Bintaro,Pesanggrahan,Kota Jakarta Selatan,500,-6.2650903,106.7661347,alfamart,"jl. rc. veteran raya no.3, rt.9/rw.1, bintaro, kota jakarta selatan",88.47816175906341,no,no
rc indomaret veteran 2. f70u,4.2,19,-6.2763063,106.7624003,"pqf6+fxg, jl. rc. veteran raya, rt.3/rw.11, bintaro, kota jakarta selatan",ChIJEUakJUnwaS4R5nVu-_yApX4,Indomaret,ChIJEUakJUnwaS4R5nVu-_yApX4,Bintaro,Pesanggrahan,Kota Jakarta Selatan,501,-6.2756386,106.762513,pt. sumber alfaria trijaya (alfamart),"jl. rc. veteran raya no.16, rt.3/rw.1, bintaro, kota jakarta selatan",75.28266587957735,no,no
indomaret rc veteran 13,4.4,8,-6.2576627,106.7683716,"4 no.10, rt.4/rw.10, bintaro, kota jakarta selatan",ChIJhw7nnzDxaS4RVsy9lGn0S7U,Indomaret,ChIJhw7nnzDxaS4RVsy9lGn0S7U,Bintaro,Pesanggrahan,Kota Jakarta Selatan,502,-6.2583827,106.7680629,alfamart,"jl. rc. veteran raya no.17h, rt.4/rw.4, bintaro, kota jakarta selatan",87.02841604190226,no,no
indomaret spbu bintaro,4.6,48,-6.2615971,106.7569951,"pqq4+8rr, unnamed road, rt.6/rw.3, pesanggrahan, kota jakarta selatan",ChIJEf3pk_rxaS4R4b0T-ousRiQ,Indomaret,ChIJEf3pk_rxaS4R4b0T-ousRiQ,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,503,-6.2633835,106.7634433,alfamart,"jl. depsos raya no.20, rt.7/rw.9, bintaro, kota jakarta selatan",739.892322128641,no,no
indomaret damai pesanggrahan,4.4,102,-6.2487206,106.754172,"jl. damai raya no.5, rt.5/rw.5, petukangan sel., kota jakarta selatan",ChIJL-ueae7waS4RrdvbPbIBUlw,Indomaret,ChIJL-ueae7waS4RrdvbPbIBUlw,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,504,-6.2498001,106.7567651,alfamart,"jl. merpati raya no.1, rt.3/rw.6, pesanggrahan, kota jakarta selatan",310.7462223514348,no,no
indomaret (bintaro utama),4.9,8,-6.2710224,106.7578861,"jl. taman bintaro no.194, rt.8/rw.11, bintaro, kota jakarta selatan",ChIJtXtyLz_xaS4RNegL6qVJ54I,Indomaret,ChIJtXtyLz_xaS4RNegL6qVJ54I,Bintaro,Pesanggrahan,Kota Jakarta Selatan,505,-6.2706111,106.7594005,alfamart kesehatan raya dekat sari indah,"circle k kesehatan, jl. kesehatan raya jl. rw. papan, rt.3/rw.6, bintaro, south jakarta city",173.5218003575143,no,no
indomaret puspita raya,4.5,124,-6.2635658,106.7568792,"jl. bintaro puspita raya no.9, rt.9/rw.2, pesanggrahan, kota jakarta selatan",ChIJN6SvsVnwaS4R7Dvnqx_sr4M,Indomaret,ChIJN6SvsVnwaS4R7Dvnqx_sr4M,Pesanggrahan,Pesanggrahan,Kota Jakarta Selatan,506,-6.2633835,106.7634433,alfamart,"jl. depsos raya no.20, rt.7/rw.9, bintaro, kota jakarta selatan",725.8217849691372,no,no
indomaret rawa papan,4.1,87,-6.2683369,106.7576132,"jl. rw. papan no.11, rt.5/rw.6, bintaro, kota jakarta selatan",ChIJjV_Ni1rwaS4RQfj-56QgK9w,Indomaret,ChIJjV_Ni1rwaS4RQfj-56QgK9w,Bintaro,Pesanggrahan,Kota Jakarta Selatan,507,-6.2706111,106.7594005,alfamart kesehatan raya dekat sari indah,"circle k kesehatan, jl. kesehatan raya jl. rw. papan, rt.3/rw.6, bintaro, south jakarta city",320.8961916035886,no,no
indomaret,4.3,10,-6.2724123,106.7527205,"jl. bintaro utama i no.kav 9, rt.4/rw.8, bintaro, kota jakarta selatan",ChIJq8HgY0PwaS4R5UY58R60CRk,Indomaret,ChIJq8HgY0PwaS4R5UY58R60CRk,Bintaro,Pesanggrahan,Kota Jakarta Selatan,508,-6.2742709,106.7549809,alfamart,"jl. bintaro permai raya no.14 rt 4/3, rt.11/rw.11, bintaro, kota jakarta selatan",324.239860117739,no,no
indomaret ciledug petukangan,4.5,30,-6.236263,106.74756,"jl. ciledug raya no.6b, rt.10/rw.2, petukangan utara, kota jakarta selatan",ChIJzQet4L7waS4RFeApilyOjfw,Indomaret,ChIJzQet4L7waS4RFeApilyOjfw,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,509,-6.2363032,106.7479061,alfamart budi luhur,"jl. ciledug raya no.22, rt.10/rw.2, petukangan utara, kota jakarta selatan",38.51714058438454,no,yes
indomaret darul fallah 2,4.5,238,-6.2359831,106.7512009,"jl. masjid darul falah no.13, rw.2, petukangan utara, kota jakarta selatan",ChIJgQybDsHwaS4R6ga_XdZJ78Q,Indomaret,ChIJgQybDsHwaS4R6ga_XdZJ78Q,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,510,-6.2350886,106.7512863,alfamart,"jl. masjid darul falah kel no.4a, rt.3/rw.2, petukangan utara, kota jakarta selatan",99.91095269887408,no,no
indomaret,5.0,1,-6.2428182,106.7519549,"jl. kemajuan no.40, rw.2, petukangan sel., kota jakarta selatan",ChIJZetr6vrxaS4RsX9Sa2zGjK0,Indomaret,ChIJZetr6vrxaS4RsX9Sa2zGjK0,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,511,-6.2427534,106.7520614,alfamart,"jl. kemajuan kel no.48, rt.6/rw.6, petukangan sel., kota jakarta selatan",13.802158758482431,yes,yes
indomaret ciledug sangrilla,4.0,1,-6.2366825,106.7501446,"jl. ciledug raya no.12a, petukangan selatan, pesanggrahan, rt.1/rw.3, south petukangan, south jakarta city",ChIJbfGEHcHwaS4RxKnoSu1bIxk,Indomaret,ChIJbfGEHcHwaS4RxKnoSu1bIxk,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,512,-6.2350886,106.7512863,alfamart,"jl. masjid darul falah kel no.4a, rt.3/rw.2, petukangan utara, kota jakarta selatan",217.5737599405974,no,no
indomaret damai 2 to1u,3.9,77,-6.246344,106.7517615,"jl. damai raya no.17, rt.12/rw.2, petukangan sel., kota jakarta selatan",ChIJ8QWqFezwaS4R_5w0mAxs9dU,Indomaret,ChIJ8QWqFezwaS4R_5w0mAxs9dU,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,513,-6.2458404,106.7519896,alfamart,"jl. damai raya kel no.2, rt.9/rw.5, petukangan sel., kota jakarta selatan",61.41217638644577,no,no
indomaret inpres pertukangan. txtt,4.0,7,-6.2431066,106.7485969,"no., jl. inpres no.54, rt.14/rw.2, petukangan sel., kota jakarta selatan",ChIJawlqH-vwaS4ROFHJDR7K8YI,Indomaret,ChIJawlqH-vwaS4ROFHJDR7K8YI,Petukangan Selatan,Pesanggrahan,Kota Jakarta Selatan,514,-6.2430094,106.748566,alfamart,"jl. inpres no.54, kel no.02, rt.14/rw.2, petukangan sel., kota jakarta selatan",11.33500560351092,yes,yes
indomaret,3.0,2,-6.2284639,106.7470185,"jl. h. muchtar raya no.1, rw.11, petukangan utara, kota jakarta selatan",ChIJ91a9IMjwaS4RIcKoAkrR_dM,Indomaret,ChIJ91a9IMjwaS4RIcKoAkrR_dM,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,515,-6.230082,106.7457079,alfamart,"jl. h. muchtar raya rt 05/1 kel, rt.5/rw.1, petukangan utara, kota jakarta selatan",230.99948675464418,no,no
indomaret raya muchtar. tp70,4.5,178,-6.2288021,106.7468449,"jl. h. muchtar raya no.9a, rt.6/rw.1, petukangan utara, kota jakarta selatan",ChIJG6pO37fwaS4RdYDjCTDUWMc,Indomaret,ChIJG6pO37fwaS4RdYDjCTDUWMc,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,516,-6.230082,106.7457079,alfamart,"jl. h. muchtar raya rt 05/1 kel, rt.5/rw.1, petukangan utara, kota jakarta selatan",189.86999839308055,no,no
indomaret amd muchtar,4.3,82,-6.2262899,106.7402377,"qpfr+f3q, jl. h. muchtar raya, rt.003/rw.006, petukangan utara, kota jakarta selatan",ChIJeVMAR7HwaS4R4srJiyc2f4c,Indomaret,ChIJeVMAR7HwaS4R4srJiyc2f4c,Petukangan Utara,Pesanggrahan,Kota Jakarta Selatan,517,-6.2260342,106.7445134,alfamart h. muchtar 2,"jl. h. muchtar raya no.41, rt.8/rw.11, petukangan utara, kota jakarta selatan",473.48691260864035,no,no
