nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id.1,nama_kelurahan,nama_kecamatan,nama_kota,nomor,jarak_terkecil_lat,jarak_terkecil_lng,jarak_terkecil_nama_tempat,jarak_terkecil_alamat,jarak_terkecil_values,berdekatan_30m,berdekatan_50m
indomaret brigif raya,4.3,135,-6.3442002,106.8017057,"jl. brigif no.15, rt.1/rw.1, cipedak, kota jakarta selatan",ChIJh-0yE4nuaS4RT4cgaf1ZTk8,Indomaret,ChIJh-0yE4nuaS4RT4cgaf1ZTk8,Cipedak,Jagakarsa,Kota Jakarta Selatan,84,-6.3447007,106.8044728,alfamart,"jl. wr. sila kel no.261, rt.3/rw.4, ciganjur, kota jakarta selatan",310.8263818280078,no,no
indomaret masjid annur,2.0,3,-6.3464005,106.8143894,"jl. moh. kafi no.24, rt.2/rw.5, cipedak, kota jakarta selatan",ChIJF2LOzoPuaS4RGhpeBivt3Zk,Indomaret,ChIJF2LOzoPuaS4RGhpeBivt3Zk,Cipedak,Jagakarsa,Kota Jakarta Selatan,85,-6.3450368,106.8152846,alfamart,"jl. wr. sila no.36, rt.2/rw.5, ciganjur, kota jakarta selatan",181.0558726858743,no,no
indomaret,4.0,1,-6.3566026,106.8093138,"jl. moch. kahfi ii no.6, rw.3, cipedak, kota jakarta selatan",ChIJ69Imd5nuaS4R4l3iPtF1Wmw,Indomaret,ChIJ69Imd5nuaS4R4l3iPtF1Wmw,Cipedak,Jagakarsa,Kota Jakarta Selatan,86,-6.357054,106.8095512,alfamart,"jl. srengseng sawah kel no.4, rt.9/rw.9, cipedak, kota jakarta selatan",56.63638440034296,no,no
indomaret,0.0,0,-6.3350508,106.8131039,"jl. sadar raya no.75 a, rw.2, ciganjur, kota jakarta selatan",ChIJK1AskZ3vaS4REypC6pL89EA,Indomaret,ChIJK1AskZ3vaS4REypC6pL89EA,Ciganjur,Jagakarsa,Kota Jakarta Selatan,87,-6.3353411,106.8132835,alfamart,"jl. sadar raya no.kel, rt.2/rw.2, jagakarsa, kota jakarta selatan",37.89411840961416,no,yes
indomaret fresh,4.0,4,-6.3461701,106.8028596,"jl. m. khafi no.2-34, rt.4/rw.1, cipedak, kota jakarta selatan",ChIJ3YjtL_zvaS4Rnl104wRCVD8,Indomaret,ChIJ3YjtL_zvaS4Rnl104wRCVD8,Cipedak,Jagakarsa,Kota Jakarta Selatan,88,-6.3447007,106.8044728,alfamart,"jl. wr. sila kel no.261, rt.3/rw.4, ciganjur, kota jakarta selatan",241.82722661591453,no,no
indomaret,4.5,44,-6.3387782,106.8218532,"jl. moch. kahfi ii no.14e, rt.1/rw.4, ciganjur, kota jakarta selatan",ChIJ-Q7w6dTtaS4RDEfVifDRyGE,Indomaret,ChIJ-Q7w6dTtaS4RDEfVifDRyGE,Ciganjur,Jagakarsa,Kota Jakarta Selatan,89,-6.3359894,106.8270017,alfamart,"jl. moch. kahfi ii kel no.23, rt.11/rw.8, srengseng sawah, kota jakarta selatan",648.0058330502061,no,no
indomaret timbul iv a,4.4,183,-6.3518525,106.807109,"jl. timbul iv no.8, rt.8/rw.6, cipedak, kota jakarta selatan",ChIJ7WecLyzvaS4Rn9KPGUD4Ljg,Indomaret,ChIJ7WecLyzvaS4Rn9KPGUD4Ljg,Cipedak,Jagakarsa,Kota Jakarta Selatan,90,-6.3519106,106.8104356,alfamart,"jl. timbul rt 1/3 kel, jl. timbul no.38, rt.1/rw.3, cipedak, kota jakarta selatan",367.68755674104574,no,no
indomaret - warung silah no.27,4.3,80,-6.3448961,106.8089498,"2, jl. wr. sila no.21, rw.5, ciganjur, kota jakarta selatan",ChIJw0MeY4buaS4RXvv9hDhmtt4,Indomaret,ChIJw0MeY4buaS4RXvv9hDhmtt4,Ciganjur,Jagakarsa,Kota Jakarta Selatan,91,-6.3455177,106.810441,alfamart,"jl. wr. sila kel no.48, rt.11/rw.5, ciganjur, kota jakarta selatan",178.70620862456937,no,no
indomaret m kahfi 4,4.5,212,-6.3500389,106.8016393,"jalan muhammad kahfi i, rt.6/rw.1, cipedak, jagakarsa, rt.6/rw.1, cipedak, kota jakarta selatan",ChIJ6cQUFo7uaS4R-_kInWNWM1E,Indomaret,ChIJ6cQUFo7uaS4R-_kInWNWM1E,Cipedak,Jagakarsa,Kota Jakarta Selatan,92,-6.3492714,106.8016789,alfamart,"jl. m. khafi kel no.1, rt.015/rw.1, cipedak, kota jakarta selatan",85.45435814141449,no,no
indomaret pertigaan sadar,3.2,5,-6.3440661,106.8121865,"jl. wr. sila no.15, rt.1/rw.5, ciganjur, kota jakarta selatan",ChIJZ5dPNIHuaS4RrO2wSc7g9dk,Indomaret,ChIJZ5dPNIHuaS4RrO2wSc7g9dk,Ciganjur,Jagakarsa,Kota Jakarta Selatan,93,-6.3455177,106.810441,alfamart,"jl. wr. sila kel no.48, rt.11/rw.5, ciganjur, kota jakarta selatan",251.5247304679006,no,no
indomaret desa putra,4.6,117,-6.3411344,106.8274065,"jl. desa putra no.52, rt.7/rw.5, srengseng sawah, kota jakarta selatan",ChIJ3TQhlPPtaS4R4L49oeHOWVI,Indomaret,ChIJ3TQhlPPtaS4R4L49oeHOWVI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,94,-6.3409759,106.8275507,alfamart,"jl. raya desa putra no. 22, rt no.kel, rt.7/rw.5, srengseng sawah, kota jakarta selatan",23.760970759180516,yes,yes
indomart,4.2,9,-6.3541376,106.8108413,"jl. moch. kahfi ii no.32a, rt.4/rw.3, cipedak, kota jakarta selatan",ChIJky3nmJvuaS4RnXLQI2QE2oc,Indomaret,ChIJky3nmJvuaS4RnXLQI2QE2oc,Cipedak,Jagakarsa,Kota Jakarta Selatan,95,-6.354785,106.8104626,alfamart m. kafi 1,"jl. moch. kahfi ii no.35, rt.4/rw.3, cipedak, kota jakarta selatan",83.26898011425023,no,no
indomaret rsu aulia,4.9,12,-6.335074,106.8273801,"jl. jeruk raya no.11, rw.1, jagakarsa, kota jakarta selatan",ChIJodfZVs3taS4Rnyv5NOI9wSw,Indomaret,ChIJodfZVs3taS4Rnyv5NOI9wSw,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,96,-6.3359894,106.8270017,alfamart,"jl. moch. kahfi ii kel no.23, rt.11/rw.8, srengseng sawah, kota jakarta selatan",110.0438165184561,no,no
mitra umkm indomaret,0.0,0,-6.3214875,106.8251361,"jagakarsa, south jakarta city",ChIJ17YTyN3taS4RJt9KCDT3YEg,Indomaret,ChIJ17YTyN3taS4RJt9KCDT3YEg,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,97,-6.3212652,106.8254171,alfamart,"jl ry jati padang 6 rt 4/4 kel, rt.11/rw.5, kebagusan, kota jakarta selatan",39.69228820658175,no,yes
indomaret srengseng sawah,4.5,236,-6.3523913,106.8185399,"jrx9+3c3, jalan kukusan, rt.7/rw.7, srengseng sawah, kota jakarta selatan",ChIJbT3_jyfsaS4R717sP2FKYyI,Indomaret,ChIJbT3_jyfsaS4R717sP2FKYyI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,98,-6.3525632,106.8188433,alfamart srengseng sawah (eg47),"utama rt.5/rw.7, srengseng sawah, jagakarsa, rt.5/rw.7, srengseng sawah, kota jakarta selatan",38.595146510614626,no,yes
mitra umkm indomaret,0.0,0,-6.3407538,106.8045153,"jl. m. khafi no.5, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJOQ-JH4juaS4Rk2w7its6a8g,Indomaret,ChIJOQ-JH4juaS4Rk2w7its6a8g,Ciganjur,Jagakarsa,Kota Jakarta Selatan,99,-6.3412216,106.8046813,alfamart,"jl. m. kahfi i no. 60, rt. 006 kel, rt.8/rw.6, ciganjur, kota jakarta selatan",55.15732254897774,no,no
srengseng sawah 2 indomaret,3.7,50,-6.3581175,106.8118531,"jrr6+qp5, jalan pemuda i, rt.3/rw.9, srengseng sawah, kota jakarta selatan",ChIJ3xl_LJnuaS4RzgLSN1FMvfI,Indomaret,ChIJ3xl_LJnuaS4RzgLSN1FMvfI,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,100,-6.3580351,106.8116309,alfamart,"jl. srengseng sawah kel no.48 rt 2/9, rt.3/rw.9, srengseng sawah, kota jakarta selatan",26.209297118520166,yes,yes
indomaret kelapa hijau,4.5,325,-6.3268289,106.8278567,"no., jl. kelapa muda no.48, rt.11/rw.3, jagakarsa, kota jakarta selatan",ChIJDWcZHNvtaS4RroTyX5d4o2g,Indomaret,ChIJDWcZHNvtaS4RroTyX5d4o2g,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,101,-6.3271403,106.8293354,alfamart,"jl. klp. 3 no.49, rt.6/rw.3, kel, kota jakarta selatan",167.05072259526793,no,no
indomaret hybrid jeruk jagakarsa,4.3,137,-6.3310934,106.8292052,"jl. jeruk raya no.3a, rt.5/rw.1, jagakarsa, kota jakarta selatan",ChIJZWTzI9DtaS4Ra2YhrND7ULo,Indomaret,ChIJZWTzI9DtaS4Ra2YhrND7ULo,Jagakarsa,Jagakarsa,Kota Jakarta Selatan,102,-6.3271403,106.8293354,alfamart,"jl. klp. 3 no.49, rt.6/rw.3, kel, kota jakarta selatan",439.80072956108023,no,no
indomaret h. syuaeb,2.5,2,-6.3588485,106.8064644,"jrr4+fh5, jl. purwa raya i, rt.6/rw.6, cipedak, kota jakarta selatan",ChIJJziCLpjuaS4RBqFo3rWHDkM,Indomaret,ChIJJziCLpjuaS4RBqFo3rWHDkM,Cipedak,Jagakarsa,Kota Jakarta Selatan,103,-6.357147,106.8095228,alfamart srengseng sawah 4 (eh83),"jl. srengseng sawah no.1, rt.4/rw.9, srengseng sawah, kota jakarta selatan",387.3389759392021,no,no
indomaret,4.4,11,-6.3629815,106.8068578,"jrp4+rph, jl. m. khafi, rt.7/rw.3, cipedak, kota jakarta selatan",ChIJ6Tll06LuaS4R9zTIOA9Y0rs,Indomaret,ChIJ6Tll06LuaS4R9zTIOA9Y0rs,Cipedak,Jagakarsa,Kota Jakarta Selatan,104,-6.3633345,106.8067338,alfamart,"jl. moch. kahfi ii kel no.24, rt.7/rw.3, cipedak, kota jakarta selatan",41.57508548471779,no,yes
indomaret pesantren daarul rahman,5.0,3,-6.3589526,106.8065455,"jrr4+cj8, rt.6/rw.6, cipedak, south jakarta city",ChIJo81VL5juaS4RMjW6kId9FZ8,Indomaret,ChIJo81VL5juaS4RMjW6kId9FZ8,Cipedak,Jagakarsa,Kota Jakarta Selatan,105,-6.357147,106.8095228,alfamart srengseng sawah 4 (eh83),"jl. srengseng sawah no.1, rt.4/rw.9, srengseng sawah, kota jakarta selatan",385.4445244429265,no,no
indomaret matoa raya,4.5,150,-6.3628912,106.802243,"jrp2+rvx, jl. m. khafi, rt.6/rw.2, cipedak, kota jakarta selatan",ChIJTWBpu73uaS4RDjpmaVM2yCU,Indomaret,ChIJTWBpu73uaS4RDjpmaVM2yCU,Cipedak,Jagakarsa,Kota Jakarta Selatan,106,-6.3629942,106.8021022,alfamart,"jl.moch kahfi i, gg. pedati selatan kel no.60, rt.6/rw.2, cipedak, kota jakarta selatan",19.320491592446164,yes,yes
indomaret lenteng agung barat,3.3,3,-6.3333248,106.8350508,"jl. raya lenteng agung blok cemara no.9, rt.2/rw.10, srengseng sawah, kota jakarta selatan",ChIJJaTMDg_taS4R60wVAmauYTQ,Indomaret,ChIJJaTMDg_taS4R60wVAmauYTQ,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,107,-6.3334358,106.835083,alfamart,"jl. lenteng agung barat no. 9, kel no.04, rt.2/rw.10, srengseng sawah, kota jakarta selatan",12.845425199512954,yes,yes
indomaret,2.7,14,-6.3239357,106.8372384,"jl. agung raya i no.3, rt.9/rw.2, lenteng agung, kota jakarta selatan",ChIJx0ubeSPtaS4RHy0oOTeBz3s,Indomaret,ChIJx0ubeSPtaS4RHy0oOTeBz3s,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,108,-6.3234492,106.8354947,alfamart,"jl. raya lenteng agung kel no.14, lenteng agung, kota jakarta selatan",200.1599393787574,no,no
indomaret srengseng jagakarsa no.23,4.4,174,-6.3451713,106.8294743,"jl. o no.14, rw.3, srengseng sawah, kota jakarta selatan",ChIJpV0lAS7saS4RivjWQPg7JxE,Indomaret,ChIJpV0lAS7saS4RivjWQPg7JxE,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,109,-6.3448658,106.8286053,alfamart,"jl. srengseng sawah kel no.rt 5/12, rt.5/rw.12, srengseng sawah, kota jakarta selatan",101.86756020180371,no,no
indomaret stasiun lenteng agung,4.8,23,-6.3308777,106.8343701,"mr9m+jpx, jl. raya lenteng agung, rt.1/rw.5, lenteng agung, kota jakarta selatan",ChIJs8vL3f_taS4RD-B_tfITONc,Indomaret,ChIJs8vL3f_taS4RD-B_tfITONc,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,110,-6.3306239,106.8349623,alfamart,"stasiun kel, lenteng agung, south jakarta city",71.27345438620833,no,no
indomaret joe kelapa tiga,4.2,27,-6.3245479,106.8301569,"gg. bunga no.2, rt.2/rw.6, lenteng agung, kota jakarta selatan",ChIJPdTzvtrtaS4Rny8eJBB6jss,Indomaret,ChIJPdTzvtrtaS4Rny8eJBB6jss,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,111,-6.3243592,106.8300011,alfamart,"jl. joe klp. tiga, rt.2/rw.3, kel, kota jakarta selatan",27.143165917025975,yes,yes
indomaret lenteng agung 28,4.4,283,-6.324972,106.8335444,"mrgm+2c8, rt.13/rw.5, lenteng agung, south jakarta city",ChIJh7HpccTtaS4R3felpmD0M70,Indomaret,ChIJh7HpccTtaS4R3felpmD0M70,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,112,-6.3234492,106.8354947,alfamart,"jl. raya lenteng agung kel no.14, lenteng agung, kota jakarta selatan",274.1006387468631,no,no
indomaret st tj.barat,0.0,0,-6.3085045,106.8381817,"jl. raya lenteng agung no.5, rt.3/rw.1, lenteng agung, kota jakarta selatan",ChIJxbO8YfvtaS4RVgwXEDURxRs,Indomaret,ChIJxbO8YfvtaS4RVgwXEDURxRs,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan,113,-6.3077549,106.8388917,alfamart,"stasiun tanjung barat kel, rt.4/rw.1, srengseng sawah, kota jakarta selatan",114.47771757996406,no,no
indomaret lenteng agung 2,4.4,197,-6.3349815,106.8344234,"jl. raya lenteng agung no.25, rt.3/rw.4, srengseng sawah, kota jakarta selatan",ChIJ9fzyS8_taS4Ra0JH3lgQjic,Indomaret,ChIJ9fzyS8_taS4Ra0JH3lgQjic,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan,114,-6.3334358,106.835083,alfamart,"jl. lenteng agung barat no. 9, kel no.04, rt.2/rw.10, srengseng sawah, kota jakarta selatan",186.6940184414928,no,no
indomaret tanjung barat,4.6,101,-6.3119122,106.838572,"jl. raya tj. barat no.12a, rt.5/rw.1, tj. bar., kota jakarta selatan",ChIJO8FvdaLtaS4RSZB1kkXDSLk,Indomaret,ChIJO8FvdaLtaS4RSZB1kkXDSLk,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,115,-6.312118,106.838574,alfamart,"jl.tanjung barat sltn rt 1/2, kel, rt.1/rw.2, tj. bar., kota jakarta selatan",22.88501503835212,yes,yes
indomaret,4.3,84,-6.3045613,106.8437533,"jl. nangka raya no.5, rt.8/rw.5, tj. bar., kota jakarta selatan",ChIJ_57ljYztaS4RBUKmJ5rF0XA,Indomaret,ChIJ_57ljYztaS4RBUKmJ5rF0XA,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,116,-6.3039748,106.8430684,alfamart tb.simatupang 3,"jalan tb. simatupang, rt.11/rw.4, tj. bar., kota jakarta selatan",99.91569768611257,no,no
indomaret,3.8,10,-6.2961348,106.843599,"jl. poltangan raya no.19, rt.1/rw.4, tj. bar., kota jakarta selatan",ChIJd3ilG3XyaS4R7Y_rIePXcG4,Indomaret,ChIJd3ilG3XyaS4R7Y_rIePXcG4,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,117,-6.2967705,106.8442387,alfamart,"jl. raya poltangan, rt. 001, r no.kel, rt.1/rw.4, tj. bar., kota jakarta selatan",99.97720771422571,no,no
indomaret tb simatupang,3.5,19,-6.3039672,106.8508534,"jl. tb simatupang no.47, rt.12/rw.5, tj. bar., kota jakarta selatan",ChIJNWl0JY_taS4Rcf7n3fGXkxw,Indomaret,ChIJNWl0JY_taS4Rcf7n3fGXkxw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,118,-6.304667,106.8503666,alfamart,"1, jl. rancho indah kel no.7, rt.1/rw.2, tj. bar., kota jakarta selatan",94.6032183376882,no,no
indomaret rancho indah,3.2,14,-6.305132,106.8502399,"jl. rancho indah no.17, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJ76qqqo3taS4RkUk7x72ntOw,Indomaret,ChIJ76qqqo3taS4RkUk7x72ntOw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,119,-6.304667,106.8503666,alfamart,"1, jl. rancho indah kel no.7, rt.1/rw.2, tj. bar., kota jakarta selatan",53.568371293664626,no,no
indomaret nangka 1,4.6,117,-6.3029362,106.8475626,"jl. nangka raya no.6, rw.5, tj. bar., kota jakarta selatan",ChIJh2Vkk9jtaS4R71LDz2IfqhU,Indomaret,ChIJh2Vkk9jtaS4R71LDz2IfqhU,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,120,-6.3027698,106.8484726,alfamart,"jl. nangka i no.4, rt.6/rw.5, tj. bar., kota jakarta selatan",102.26370977553734,no,no
indomaret simatupang 52,5.0,1,-6.3041554,106.8438925,"jl. tb simatupang no.52, rt.8/rw.4, tj. bar., kota jakarta selatan",ChIJZYivLIntaS4RYRVV5fqSKRw,Indomaret,ChIJZYivLIntaS4RYRVV5fqSKRw,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan,121,-6.3039748,106.8430684,alfamart tb.simatupang 3,"jalan tb. simatupang, rt.11/rw.4, tj. bar., kota jakarta selatan",93.26932376772328,no,no
indomaret,4.5,2,-6.2550721,106.7974134,"jl. darmawangsa raya no.125, rt.2, rt.2/rw.1, pulo, kota jakarta selatan",ChIJwX02iFLxaS4RMQgSCQVBeVQ,Indomaret,ChIJwX02iFLxaS4RMQgSCQVBeVQ,Pulo,Kebayoran Baru,Kota Jakarta Selatan,177,-6.2548858,106.796434,alfamart petogogan raya,"jl. petogogan ii no.15a-b, jl. petogogan ii, rt.8/rw.6, pulo, south jakarta city",110.22036855813748,no,no
indomaret panglima polim - blok a,4.0,29,-6.2576762,106.7967995,"jl. rs. fatmawati raya no.1, gandaria utara, kota jakarta selatan",ChIJCZIzrZ_xaS4RiJX_wvOeaH4,Indomaret,ChIJCZIzrZ_xaS4RiJX_wvOeaH4,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,178,-6.2600554,106.796534,alfamart,"jl. fatmawati raya no.kel, rt.4/rw.6, cilandak bar., kota jakarta selatan",266.17800819285907,no,no
indomaret,4.6,43,-6.2627085,106.7887445,"jl. radio dalam raya no.12a, rt.7/rw.10, gandaria utara, kota jakarta selatan",ChIJvygfS6HxaS4RL3sTDNNU6fY,Indomaret,ChIJvygfS6HxaS4RL3sTDNNU6fY,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,179,-6.2623865,106.7887372,alfamart raya radio dalam,"jl. radio dalam raya no.14d, rt.7/rw.10, gandaria utara, kota jakarta selatan",35.81390641205812,no,yes
indomaret petogogan (tb49),4.2,24,-6.2545618,106.7958583,"jl. petogogan ii no.18, rt.9/rw.5, pulo, kota jakarta selatan",ChIJperbNA3xaS4R4zKGAs61CVs,Indomaret,ChIJperbNA3xaS4R4zKGAs61CVs,Pulo,Kebayoran Baru,Kota Jakarta Selatan,180,-6.2548858,106.796434,alfamart petogogan raya,"jl. petogogan ii no.15a-b, jl. petogogan ii, rt.8/rw.6, pulo, south jakarta city",73.12481850248155,no,no
indomaret grand wijaya. t98c,4.2,55,-6.2532473,106.7993526,"grand wijaya blok b10, jl. wijaya ii, rt.6/rw.1, pulo, kota jakarta selatan",ChIJT8Q48HPxaS4RHGBGXmOUqp0,Indomaret,ChIJT8Q48HPxaS4RHGBGXmOUqp0,Pulo,Kebayoran Baru,Kota Jakarta Selatan,181,-6.2542811,106.8012815,alfamart,"jl. darmawangsa vi no.45, rt, rt.5/rw.1, pulo, kota jakarta selatan",242.22279364626255,no,no
indomaret,0.0,0,-6.26411,106.7988205,"pqpx+9g4, unnamed road, rt.1/rw.5, north cipete, south jakarta city",ChIJF69gRyfxaS4R72RSYGIDZyU,Indomaret,ChIJF69gRyfxaS4R72RSYGIDZyU,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan,182,-6.2657246,106.7998702,alfamart,"jl. abdul majid raya kel no.6a, rt.11/rw.2, cipete utara, kota jakarta selatan",213.76315646863625,no,no
indomaret duta mas fatmawati,4.5,62,-6.2633519,106.7986876,"jl. rs. fatmawati raya no.15, rw.5, cipete utara, kota jakarta selatan",ChIJAQAAAJ3xaS4R3VfdB1vHqnw,Indomaret,ChIJAQAAAJ3xaS4R3VfdB1vHqnw,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan,183,-6.2657246,106.7998702,alfamart,"jl. abdul majid raya kel no.6a, rt.11/rw.2, cipete utara, kota jakarta selatan",294.4380978536882,no,no
indomaret panglima polim 125b t3pi,4.0,5,-6.2550595,106.7974126,"jl. panglima polim no.125a, rt.2/rw.1, pulo, kota jakarta selatan",ChIJb-Coe5PxaS4Rq13QTJ2nq04,Indomaret,ChIJb-Coe5PxaS4Rq13QTJ2nq04,Pulo,Kebayoran Baru,Kota Jakarta Selatan,184,-6.2548858,106.796434,alfamart petogogan raya,"jl. petogogan ii no.15a-b, jl. petogogan ii, rt.8/rw.6, pulo, south jakarta city",109.87860415513565,no,no
indomaret radio dalam 2,4.4,116,-6.2557519,106.790021,"jl. bri radio dalam no.83, rt.1/rw.8, gandaria utara, kota jakarta selatan",ChIJS-XZvAvxaS4R0DsvIJwCgMs,Indomaret,ChIJS-XZvAvxaS4R0DsvIJwCgMs,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,185,-6.2557314,106.790674,alfamart yado 3,"rt.2/rw.8, gandaria utara, kota jakarta selatan",72.2140094644574,no,no
indomaret radio dalam. t06c,4.2,18,-6.2523025,106.7913861,"jl. radio dalam raya blok haji hamali no.22, rt.1/rw.9, gandaria utara, kota jakarta selatan",ChIJD3ss9gzxaS4RA85t5OGeHsk,Indomaret,ChIJD3ss9gzxaS4RA85t5OGeHsk,Gandaria Utara,Kebayoran Baru,Kota Jakarta Selatan,186,-6.2506507,106.793953,alfamart,"jl. petogogan i, rt. 003/011 kel, rt.1/rw.1, petogogan, kota jakarta selatan",337.99078671135885,no,no
haji indomaret enting. {ts90},3.3,20,-6.2579731,106.8006317,"gg. h. enting no.1, rt.10/rw.1, cipete utara, kota jakarta selatan",ChIJDwH5C3bxaS4RcxF4-cn7X5g,Indomaret,ChIJDwH5C3bxaS4RcxF4-cn7X5g,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan,187,-6.2595751,106.8022096,alfamart,"jl. damai v rt. 01 kel, rt.2/rw.8, cipete utara, kota jakarta selatan",249.29979401658858,no,no
indomaret damai fatmawati. fq84,4.1,36,-6.2600751,106.7970731,"jl. damai raya no.6, rt.1/rw.5, north cipete, south jakarta city",ChIJXw0Sy5_xaS4RW8YkG7Tx-_8,Indomaret,ChIJXw0Sy5_xaS4RW8YkG7Tx-_8,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan,188,-6.2600554,106.796534,alfamart,"jl. fatmawati raya no.kel, rt.4/rw.6, cilandak bar., kota jakarta selatan",59.628076322747326,no,no
indomaret damai f561,4.5,140,-6.2620838,106.8056991,"jl. h. jian no.81, rt.1/rw.7, cipete utara, kota jakarta selatan",ChIJPUjazZzxaS4RUSIDkidVSQg,Indomaret,ChIJPUjazZzxaS4RUSIDkidVSQg,Cipete Utara,Kebayoran Baru,Kota Jakarta Selatan,189,-6.2595751,106.8022096,alfamart,"jl. damai v rt. 01 kel, rt.2/rw.8, cipete utara, kota jakarta selatan",476.0054787213367,no,no
"indomaret, blok m square",4.0,1,-6.2443244,106.7993778,"jl. melawai 6 no.3, rw.1, melawai, kota jakarta selatan",ChIJp6k1jNPxaS4RsvpHlCJjam4,Indomaret,ChIJp6k1jNPxaS4RsvpHlCJjam4,Melawai,Kebayoran Baru,Kota Jakarta Selatan,190,-6.2453434,106.8012186,alfamart,"jl. melawai ( blok m mall kel, rt.3/rw.1, melawai, kota jakarta selatan",232.8949227315045,no,no
indomaret melawai iv no 52,5.0,2,-6.2454911,106.80124,"3, jl. melawai iv no.52, rw.1, melawai, kota jakarta selatan",ChIJaWy44RjxaS4RORWqDRtDtk0,Indomaret,ChIJaWy44RjxaS4RORWqDRtDtk0,Melawai,Kebayoran Baru,Kota Jakarta Selatan,191,-6.2453434,106.8012186,alfamart,"jl. melawai ( blok m mall kel, rt.3/rw.1, melawai, kota jakarta selatan",16.592985088156578,yes,yes
indomaret hasanudin 57,4.0,4,-6.2425243,106.8022062,"jl. sultan hasanudin no.53, rt.2/rw.1, melawai, kota jakarta selatan",ChIJ-ZfljI_xaS4RYqEvAOKUxi0,Indomaret,ChIJ-ZfljI_xaS4RYqEvAOKUxi0,Melawai,Kebayoran Baru,Kota Jakarta Selatan,192,-6.2417419,106.8016892,alfamart faletehan,"jl. falatehan i no.30, rt.2/rw.1, melawai, kota jakarta selatan",104.08945209380548,no,no
indomaret,4.0,1,-6.2460531,106.8074507,"jl. wijaya iv no.73, rt.10/rw.1, petogogan, kota jakarta selatan",ChIJLaYz6kXxaS4R23ofLaT83us,Indomaret,ChIJLaYz6kXxaS4R23ofLaT83us,Petogogan,Kebayoran Baru,Kota Jakarta Selatan,193,-6.2453434,106.8012186,alfamart,"jl. melawai ( blok m mall kel, rt.3/rw.1, melawai, kota jakarta selatan",693.3711410560489,no,no
indomaret,4.1,57,-6.2483714,106.7903916,"jl. gandaria 1 no.67, rt.2/rw.8, kramat pela, kota jakarta selatan",ChIJXUBFcBLxaS4RdvT3g4SaRRs,Indomaret,ChIJXUBFcBLxaS4RdvT3g4SaRRs,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan,194,-6.2483201,106.7900754,alfamart,"jl. gandaria i no.04, rt. 010 kel, rt.1/rw.8, kramat pela, kota jakarta selatan",35.41345328298296,no,yes
indomaret gandaria1,4.7,7,-6.2484603,106.7904931,"jl. jatayu no.24, rt.2/rw.3, kramat pela, kota jakarta selatan",ChIJy45QPxLxaS4RZEV6XxuVfK0,Indomaret,ChIJy45QPxLxaS4RZEV6XxuVfK0,Kramat Pela,Kebayoran Baru,Kota Jakarta Selatan,195,-6.2483201,106.7900754,alfamart,"jl. gandaria i no.04, rt. 010 kel, rt.1/rw.8, kramat pela, kota jakarta selatan",48.731176872623315,no,yes
indomaret petogogan,4.2,21,-6.2503084,106.7941812,"jl. petogogan no.18, gandaria utara, kebayoran baru, pulo, rt.11/rw.7, rt.11/rw.7, pulo, kota jakarta selatan",ChIJ94ljMXPxaS4RH5R1BnmpJP8,Indomaret,ChIJ94ljMXPxaS4RH5R1BnmpJP8,Pulo,Kebayoran Baru,Kota Jakarta Selatan,196,-6.2506507,106.793953,alfamart,"jl. petogogan i, rt. 003/011 kel, rt.1/rw.1, petogogan, kota jakarta selatan",45.66142266026723,no,yes
